Document	psif	fatcat_sentence	prediction	ground_truth	fatcat_sentence_index
Communicate the incident corrective actions to other GE sites.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05677584186196327	0	4765
States he also must torque down an antenna which is added element to job.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058890752494335175	0	4765
One of the things being talked about it getting a sit down truck.	nonsif	Worker was backing a truck into an inclined loading dock. He got out to check on the dock clearance and walked between the truck and the dock wall. The truck rolled back on him.	0.13159114122390747	0	7333
Cleaning the dovetails using a wire wheel blending.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06088187173008919	0	4765
Must reach overhead and apply force to plug and clamp parts.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05795424431562424	0	4765
He drove pass the marker he was looking for in the ditch.	nonsif	Decedent was driving a log truck uphill to pick up a load of logs. The truck left the road and went 200 feet down a hill. Decedent was thrown for the truck.	0.22425967454910278	0	1022
Employee could not have prevented accident.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.07213523238897324	0	4765
Tool Room Door Left Unsecured.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06182722747325897	0	4765
During day when sleeping noticed arm felt like it went to sleep.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06025255098938942	0	4765
Employee was pushing a cart with an AGV battery.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05672039836645126	0	4765
The outfall lost power and was shut down.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.07509687542915344	0	1180
His transfer pump packing was insufficient.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05836948752403259	0	4765
I did not see any opportunities for improvement.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06145046278834343	0	4765
employee s hand struck by top close clamp.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06341712176799774	0	4765
S EE enters medical with laceration to L Leg Shin.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05739731341600418	0	4765
IP strained back lifting carboy.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06040092557668686	0	4765
Worker was near edge without fall protection.	nonsif	Employee mild hit when a piece of formwork he was constructing fell on him.	0.3063458502292633	0	2929
Ensure improved sanding at the edges of the driveway.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06242658942937851	0	4765
Develop new tool to tighten and loosen chuck Brian Mezera.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05966092646121979	0	4765
Minor cut to left elbow.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05910342186689377	0	4765
Back hoe Operator was digging out discharge flange on the A Pit Pump.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057415951043367386	0	4765
The VISTA control files and full historical logs were pulled from DC VISTA.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05773048847913742	0	4765
Crew had spill response kit first aid kit and burn gel kit readily available.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056949783116579056	0	4765
Crew leader from Nash approached with job brief.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05819377675652504	0	4765
Expired diphen tablet.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06053507328033447	0	4765
While reassembling Bearing No of Steam Turbine D at LP side.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06342599540948868	0	4765
I M NOT SURE IF I BLACKED OUT.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0649896115064621	0	4765
The IP was travelling on business in India.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057416342198848724	0	4765
There were no injuries sustained in this incident.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0600341334939003	0	4765
EE said he was using the chopsaw and it made smoke.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05785875767469406	0	4765
The rolls weighed lbs.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058322805911302567	0	4765
Contractor employee was using torch to burn ditching metal while installing new floor ditch.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.09212718904018402	0	1180
There s also a Lab Safety Hg Absorb container with some mercury in it.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05698234215378761	0	4765
This equipment was removed by the entrant moments before exiting the manhole.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.07800208777189255	0	1180
They then refilled the oil to its proper level.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05635783448815346	0	4765
BAPP Broken Insulators.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05973796173930168	0	4765
STR had the rejection tag on from the Osmose inspection.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05717601627111435	0	4765
has the potential for a tripping hazard.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05651004984974861	0	4765
CPR expired items dating back to April May.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05823679268360138	0	4765
TDC Oldest DSOC in South Region.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058729641139507294	0	4765
EE states I had a splinter go thru my right glove.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057952381670475006	0	4765
The employee was given direction to follow up on.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056168731302022934	0	4765
Water spilled to the floor making a slippery surface.	nonsif	Worker slipped and fell injuring her ankle that aggravated a preexisting condition of varicose veins in her leg.	0.1271362602710724	0	637
En marchant sur la ligne lemploy a ressenti une douleur dans le pied gauche.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.08438283950090408	0	1180
Difficulty in measuring the filament resistance inside the HV wellsNeed lengthier multimeter probes.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058364614844322205	0	4765
While checking the area east of the east washer trommel screens.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05667777732014656	0	4765
HOUSEKEEPING Enhanced Audit I performed this audit on.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05743277445435524	0	4765
It put a major strain on my left shoulder in the back.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.059302713721990585	0	4765
The employee was evaluated by OHS and released to full duty.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05736264958977699	0	4765
Flooring at door has a metal treadel at the edge.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.09711811691522598	0	1180
Good three part communication was used.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05918232724070549	0	4765
EE states notices pain in left neck and back of head during last brake.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05796358361840248	0	4765
The Ironworker was cutting a PT cable that was too long.	nonsif	Worker was contracted to remove and install a new breaker that controlled a chipper. The disconnect was placed in the off position and the worker began disconnecting the I/O cable from the lugs inside the box when an arc flash occurred.	0.21201926469802856	0	4028
Adams building out the assembly operations.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05775696039199829	0	4765
Lines saturated with water.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05676747113466263	0	4765
He says he had pulled or rolls when his elbow began to hurt.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.058591052889823914	0	4765
C was blocked by the DOLLY transverse bars.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06257355213165283	0	4765
Started the frame up and glass went everywhere.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05789020657539368	0	4765
Burning numbness and pain.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06322110444307327	0	4765
The bracket holds the back cover on.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056054841727018356	0	4765
Maywood MR Open Fitting.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057661283761262894	0	4765
Herald CaliforniaLocation of Observance GT Turbine DeckObservation.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05790368467569351	0	4765
The observed situation indicates that the contractors were working on a.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056491509079933167	0	4765
The employee was in close proximity to the terminal blocks.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05780578777194023	0	4765
DA pole rip design discrepancy PD R.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0575534887611866	0	4765
JOb team leader.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0583481639623642	0	4765
Employees were tasked with changing out the paddles on the C Log washer.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057185061275959015	0	4765
WHERE DOES IT GO AND WHO IS RESPONSIBLE FOR INSTALLING.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057970114052295685	0	4765
His doctor suggested that his condition is work related.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05725863203406334	0	4765
Kept working on site for another hours.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057711053639650345	0	4765
This could have locked out the KV line and I could have been injured.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05753815174102783	0	4765
then a regular ticket on the will also be received.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05604885146021843	0	4765
HIS RIGHT KNEE STRUCK THE GROUND BEFORE HE REGAINED HIS BALANCE.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057284269481897354	0	4765
The crew potholed to confirm bore head is where it should be.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05742081254720688	0	4765
The auto doff proceeded to go to home.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06447391211986542	0	4765
Employee fell into unguarded flash cooler seal tank overflow weir.	nonsif	Worker fell in underground pit tank where there were recirculating pumps.	0.8596605658531189	0	3268
Fire Door Blocked Open.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.15224632620811462	0	1180
Right side of back hurts now too.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05554942041635513	0	4765
I opened the car door to put tape inside the doors.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06475494056940079	0	4765
Upon hitting the snow bank EE struck the drivers side door with his shoulder.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06261498481035233	0	4765
Container to be send back for repair works.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05525103211402893	0	4765
The tape did not stick and caise asphalt to build up on tape.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.059778496623039246	0	4765
EE was asked about treatment but did nt feel it was necessary.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05895531550049782	0	4765
The person could feel a slight sensation on the front of that leg afterwards.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05554676800966263	0	4765
Unfortunately crew hit an unmarked cable.	nonsif	Worker installing heavy overhead door was hit when the door fell.	0.0845261886715889	0	1180
One crew member had a leather glove that was splitting along the seam.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06384735554456711	0	4765
Desk chair pan flattened out and caused tail bone pain.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05967913568019867	0	4765
Began to feel pain in wrist back shoulders and stomach.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057400550693273544	0	4765
He was taking the machine for cleaning and repairs.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.057534925639629364	0	4765
I was installing seatbelts and the gun hit my left hand.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.13085924088954926	0	4765
So i had to go in to check the existing room.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05731773376464844	0	4765
The dog did not make contact with the reader or the umbrella.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.0692339837551117	0	4765
See injury illness report for details.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05698999762535095	0	4765
The customers lawn service crew started to cut or maintenance the grass.	nonsif	Decedent was unloading logs from truck in sawmill yard. While releasing straps one of the logs rolled onto the employee.	0.21527476608753204	0	1176
At approximately hrs dispatch notified MJ InfraSource crews of the outage.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05762583389878273	0	4765
This is a tripping hazard.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.059072673320770264	0	4765
PAs spend most of their time at this operation.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05678969994187355	0	4765
Also when the top is flipped closed there are pitch points on the latches.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05970607325434685	0	4765
On Thursday they filed a incident report with the hospital.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06238832697272301	0	4765
He backed up to correct the issue and then reentered the aisle.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.05744236707687378	0	4765
With the three bags walked one block to the Lyft location.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.06513740867376328	0	4765
Weight approx lbs.	nonsif	The gate of the entrance came loose and fell over the worker a security guard that was opening it.	0.056014854460954666	0	4765
