Document	psif	sim_avg	sim_max	sim_min	sim_max_index	sim_min_index
Preoccupied on site.	nonsif	0.016553174704313278	0.05657694861292839	-0.023470599204301834	4765	607
The ET immediately called the Supervisor.	nonsif	0.016664572060108185	0.05654183030128479	-0.02321268804371357	4765	607
Pneumatic Shut off Valve malfunctioned.	nonsif	0.02586110681295395	0.07323713600635529	-0.021514922380447388	4765	5542
EE was asked why he did report it earlier.	nonsif	0.01681191474199295	0.057134877890348434	-0.023511048406362534	4765	607
Cleaning up small chips housekeeping.	nonsif	0.016715947538614273	0.056614331901073456	-0.02318243682384491	4765	607
Supervisor Mike DiGiovanni.	nonsif	0.07553064823150635	0.2760902941226959	-0.12502899765968323	1082	4006
No injury had occurred.	nonsif	0.02020018920302391	0.06150795519351959	-0.02110757678747177	4765	607
The boxes did not provide a stable base to store the fixture.	nonsif	0.01717285066843033	0.058145854622125626	-0.023800155147910118	4765	607
PT plant manager was walking through the plant on shutdown inspection.	nonsif	0.024718668311834335	0.07039876282215118	-0.020961428061127663	4765	5928
To send the driver for safety induction.	nonsif	0.01855902001261711	0.05794640630483627	-0.02082836627960205	4765	607
Afterwards he felt a dull pain in his upper left side of his back.	nonsif	0.01570148952305317	0.0566999688744545	-0.02529698982834816	4765	607
Area was neat and organized.	nonsif	0.017768874764442444	0.05724605172872543	-0.021708300337195396	4765	607
FLS order the new fuse.	nonsif	0.0176323764026165	0.0568331703543663	-0.02156841568648815	4765	607
The Employee said he was ok.	nonsif	0.017567988485097885	0.05795092508196831	-0.022814949974417686	4765	607
The drill got hot and I touched the hot part.	nonsif	0.018674727529287338	0.05945083126425743	-0.022101376205682755	4765	607
Missing fire extinguisher inspection Crew was performing hydroexcavation.	nonsif	0.017906740307807922	0.06050921231508255	-0.024695733562111855	1180	2970
